x,y,z,yaw,mps,change_flag
0,2,0.325,0,0.1,0
0.4006,2,0.325,0,0.17,0
0.8011,2,0.325,0,0.24,0
1.2051,2,0.325,0,0.31,0
1.6091,2,0.325,0,0.38,0
2.0059,1.9483,0.325,-0.0751,0.45,0
2.3915,1.8382,0.325,-0.1525,0.52,0
2.7834,1.7424,0.325,-0.1763,0.59,0
3.1757,1.6572,0.325,-0.1866,0.66,0
3.5631,1.5379,0.325,-0.2475,0.73,0
3.9446,1.4043,0.325,-0.2719,0.8,0
4.3264,1.2812,0.325,-0.2816,0.87,0
4.717,1.1588,0.325,-0.2853,0.94,0
5.1041,1.0393,0.325,-0.2872,1.01,0
5.4959,0.9195,0.325,-0.2884,1.08,0
5.8835,0.802,0.325,-0.2892,1.15,0
6.2787,0.6826,0.325,-0.2897,1.22,0
6.6601,0.5489,0.325,-0.3519,1.29,0
7.0185,0.3643,0.325,-0.3691,1.36,0
7.3819,0.188,0.325,-0.3791,1.4,0
7.7488,0.018,0.325,-0.3857,1.4,0
8.1204,-0.1487,0.325,-0.3902,1.4,0
8.4972,-0.3067,0.325,-0.4382,1.4,0
8.8613,-0.4806,0.325,-0.5965,1.4,0
9.1724,-0.7453,0.325,-0.7602,1.4,0
9.4116,-1.0668,0.325,-0.7877,1.4,0
9.6607,-1.3817,0.325,-0.8018,1.4,0
9.9243,-1.6987,0.325,-0.811,1.4,0
10.1861,-2.0032,0.325,-0.817,1.4,0
10.4517,-2.3056,0.325,-0.821,1.4,0
10.7205,-2.6072,0.325,-0.8237,1.4,0
10.9968,-2.9145,0.325,-0.8256,1.4,0
11.2716,-3.2182,0.325,-0.8268,1.4,0
11.5411,-3.5147,0.325,-0.8276,1.4,0
11.8117,-3.8117,0.325,-0.8281,1.4,0
12.0762,-4.1244,0.325,-0.7274,1.4,0
12.3792,-4.3898,0.325,-0.5434,1.4,0
12.7517,-4.5404,0.325,-0.4652,1.4,0
13.1311,-4.6741,0.325,-0.4496,1.4,0
13.5108,-4.8277,0.325,-0.2785,1.4,0
13.9171,-4.8887,0.325,-0.0889,1.4,0
14.3276,-4.8453,0.325,0.0994,1.4,0
14.7151,-4.7101,0.325,0.284,1.4,0
15.0587,-4.4994,0.325,0.4631,1.4,0
15.3568,-4.221,0.325,0.6425,1.4,0
15.5924,-3.8963,0.325,0.8174,1.4,0
15.772,-3.5273,0.325,0.8754,1.4,0
15.9646,-3.1711,0.325,0.8927,1.4,0
16.1739,-2.8266,0.325,0.9045,1.4,0
16.3945,-2.4887,0.325,0.9125,1.4,0
16.6243,-2.1526,0.325,0.9179,1.4,0
16.8563,-1.8235,0.325,0.9215,1.4,0
17.0995,-1.4853,0.325,0.9241,1.4,0
17.3388,-1.1569,0.325,0.9257,1.4,0
17.577,-0.8328,0.325,0.9268,1.4,0
17.8243,-0.4981,0.325,0.9275,1.4,0
18.0633,-0.176,0.325,0.928,1.4,0
18.3056,0.1498,0.325,0.9283,1.4,0
18.5476,0.4747,0.325,0.9285,1.4,0
18.7897,0.7993,0.325,0.9287,1.4,0
19.0332,1.1255,0.325,0.9288,1.4,0
19.2743,1.4485,0.325,0.9288,1.4,0
19.5291,1.7633,0.325,1.0436,1.4,0
19.7275,2.1238,0.325,1.2326,1.4,0
19.815,2.5271,0.325,1.4232,1.4,0
19.799,2.9283,0.325,1.6065,1.4,0
19.6906,3.322,0.325,1.7904,1.4,0
19.5047,3.6764,0.325,1.9683,1.4,0
19.2422,3.9971,0.325,2.1506,1.4,0
18.9277,4.2564,0.325,2.3286,1.4,0
18.5714,4.4477,0.325,2.4706,1.4,0
18.1957,4.6142,0.325,2.4931,1.4,0
17.8362,4.8019,0.325,2.5078,1.397,0
17.4803,5.0073,0.325,2.5179,1.394,0
17.1324,5.221,0.325,2.5247,1.391,0
16.7886,5.4406,0.325,2.5292,1.388,0
16.4411,5.6685,0.325,2.5323,1.385,0
16.0988,5.8968,0.325,2.5343,1.382,0
15.7603,6.125,0.325,2.5357,1.379,0
15.4201,6.356,0.325,2.5366,1.376,0
15.0838,6.5855,0.325,2.5372,1.373,0
14.743,6.8189,0.325,2.5376,1.37,0
14.4106,7.0469,0.325,2.5378,1.367,0
14.0685,7.2819,0.325,2.538,1.364,0
13.7364,7.5103,0.325,2.5381,1.361,0
13.4036,7.7393,0.325,2.5382,1.358,0
13.0609,7.9752,0.325,2.5383,1.355,0
12.724,8.2071,0.325,2.5383,1.352,0
12.3938,8.4345,0.325,2.5383,1.349,0
12.0643,8.6614,0.325,2.5383,1.4,0
11.7316,8.8906,0.325,2.5383,1.561,0
11.3948,9.1226,0.325,2.5384,1.722,0
11.0629,9.3512,0.325,2.5384,1.883,0
10.7211,9.5866,0.325,2.5384,2.044,0
10.386,9.8175,0.325,2.5384,2.205,0
10.0508,10.0484,0.325,2.5384,2.366,0
9.7198,10.2765,0.325,2.5384,2.527,0
9.3805,10.5102,0.325,2.5384,2.688,0
9.0436,10.7422,0.325,2.5384,2.849,0
8.711,10.9714,0.325,2.5384,3.01,0
8.3684,11.2074,0.325,2.5384,3.171,0
8.0324,11.4389,0.325,2.5384,3.332,0
7.698,11.6692,0.325,2.5384,3.493,0
7.3555,11.9052,0.325,2.5384,3.654,0
7.0227,12.1391,0.325,2.5671,3.815,0
6.6847,12.3701,0.325,2.7484,3.976,0
6.298,12.4818,0.325,2.8876,4.137,0
5.9004,12.5357,0.325,2.9963,4.298,0
5.4904,12.5383,0.325,-3.0979,4.459,0
5.0967,12.4411,0.325,-2.9133,4.62,0
4.7358,12.2597,0.325,-2.7317,4.2,0
4.4201,11.999,0.325,-2.6639,4.28,0
4.0999,11.7466,0.325,-2.6472,4.28,0
3.7611,11.505,0.325,-2.6357,4.38,0
3.422,11.279,0.325,-2.6282,4.46,0
3.0755,11.0579,0.325,-2.623,4.48,0
2.7307,10.8442,0.325,-2.6196,4.62,0
2.3807,10.6316,0.325,-2.6173,4.62,0
2.0245,10.418,0.325,-2.6158,4.62,0
1.6668,10.2068,0.325,-2.6054,4.62,0
1.3097,10.0053,0.325,-2.4339,4.62,0
1.0323,9.7008,0.325,-2.3561,4.62,0
0.7702,9.3767,0.325,-2.3463,4.62,0
0.5032,9.0638,0.325,-2.3399,4.62,0
0.228,8.7521,0.325,-2.3355,4.62,0
-0.0412,8.454,0.325,-2.3327,4.62,0
-0.3164,8.1536,0.325,-2.3308,4.62,0
-0.5916,7.8562,0.325,-2.3295,4.62,0
-0.8671,7.5604,0.325,-2.3286,4.62,0
-1.1403,7.2681,0.325,-2.3281,4.62,0
-1.4147,6.9755,0.325,-2.3277,4.62,0
-1.6914,6.6811,0.325,-2.3274,4.62,0
-1.9751,6.3795,0.325,-2.3273,4.62,0
-2.2554,6.0817,0.325,-2.3272,4.62,0
-2.5284,5.7875,0.325,-2.349,4.62,0
-2.8095,5.4896,0.325,-2.4997,4.62,0
-3.1607,5.2784,0.325,-2.6298,4.52,0
-3.5463,5.1389,0.325,-2.6036,4.32,0
-3.9127,4.947,0.325,-2.4566,4.12,0
-4.2096,4.6659,0.325,-2.5574,3.9,0
-4.5615,4.4425,0.325,-2.7225,3.9,0
-4.9563,4.3141,0.325,-2.9029,3.8,0
-5.3645,4.2972,0.325,-2.9903,3.7,0
-5.7692,4.2958,0.325,-2.8412,3.7,0
-6.1571,4.1794,0.325,-2.6613,3.7,0
-6.4962,3.959,0.325,-2.4766,3.8,0
-6.7693,3.6555,0.325,-2.2914,3.9,0
-6.9647,3.2929,0.325,-2.1066,4.1,0
-7.0749,2.904,0.325,-1.9274,4.3,0
-7.1045,2.4969,0.325,-1.7481,4.4,0
-7.0521,2.0985,0.325,-1.6174,4.62,0
-6.9747,1.6986,0.325,-1.597,4.62,0
-6.9209,1.2876,0.325,-1.583,4.62,0
-6.884,0.8815,0.325,-1.5736,4.62,0
-6.857,0.4681,0.325,-1.5672,4.62,0
-6.8373,0.0627,0.325,-1.563,4.62,0
-6.8221,-0.3405,0.325,-1.5602,4.62,0
-6.8095,-0.7557,0.325,-1.5582,4.62,0
-6.799,-1.1629,0.325,-1.5569,4.62,0
-6.7897,-1.5739,0.325,-1.5561,4.62,0
-6.7815,-1.975,0.325,-1.5555,4.62,0
-6.7738,-2.376,0.325,-1.5552,4.62,0
-6.7663,-2.7879,0.325,-1.5549,4.62,0
-6.759,-3.2049,0.325,-1.5547,4.62,0
-6.7521,-3.6059,0.325,-1.5546,4.62,0
-6.7451,-4.0178,0.325,-1.5546,4.62,0
-6.7382,-4.4298,0.325,-1.5545,4.62,0
-6.7314,-4.8397,0.325,-1.5545,4.62,0
-6.7247,-5.2427,0.325,-1.5545,4.62,0
-6.718,-5.6526,0.325,-1.5544,4.62,0
-6.7113,-6.0596,0.325,-1.5544,4.62,0
-6.7047,-6.4595,0.325,-1.5544,4.62,0
-6.6981,-6.8595,0.325,-1.5544,4.62,0
